h3_cell,hotspot_name,center_lat,center_lon,PCRI,priority_score,confidence,enforcement_tier,violations,persistence_pct,chronicity_score,dominant_violation,root_cause,recommendation,peak_hour,insight
8960145b107ffff,"20th Main Road, Pride Pavilion Stage 1 Phase 6, Sri Mahaganapathi Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",12.984680355162912,77.54917162171171,16.52861774996941,21.659887490504364,57.505104620402705,Medium,222,28.9,156.2672641951974,WRONG PARKING,General Illegal Parking,Routine monitoring,1,"20th Main Road, Pride Pavilion Stage 1 Phase 6, Sri Mahaganapathi Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India) has a PCRI of 16.5 from 222 violations. Primary issue: General Illegal Parking. Recommended enforcement around 1:00."
8960145a21bffff,"C Chowdappa Main Road, Sri Kodanda Rama Swamy Circle, Padarayanapura, Bengaluru, Karnataka. Pin-560026 (India)",12.964273111111112,77.55109985,16.52548208760635,27.788016780132374,55.28585520986146,High,180,49.3,256.2859036414052,NO PARKING,General Illegal Parking,Routine monitoring,5,"C Chowdappa Main Road, Sri Kodanda Rama Swamy Circle, Padarayanapura, Bengaluru, Karnataka. Pin-560026 (India) has a PCRI of 16.5 from 180 violations. Primary issue: General Illegal Parking. Recommended enforcement around 5:00."
8961892528fffff,"Dr BR Ambedkar Road, HAL Circle, Airport Area, Bengaluru, Karnataka. Pin-560017 (India)",12.958556843003413,77.66823672696246,16.457063758019363,16.939249818151275,60.4446951110929,Medium,293,13.2,75.02325292887059,WRONG PARKING,General Illegal Parking,Routine monitoring,21,"Dr BR Ambedkar Road, HAL Circle, Airport Area, Bengaluru, Karnataka. Pin-560017 (India) has a PCRI of 16.5 from 293 violations. Primary issue: General Illegal Parking. Recommended enforcement around 21:00."
8961892436fffff,"7th Cross Road, MICO Employees House Building Cooperative Society, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",12.913758327826086,77.6074592115942,16.36026686828063,20.127301967615224,62.17669562320714,Medium,345,23.7,138.56059896886808,NO PARKING,General Illegal Parking,Routine monitoring,6,"7th Cross Road, MICO Employees House Building Cooperative Society, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India) has a PCRI of 16.4 from 345 violations. Primary issue: General Illegal Parking. Recommended enforcement around 6:00."
8961892ebb7ffff,"Coles Road, Pulikeshi Nagar, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",12.9971686956,77.6108147684,16.34993980252886,20.56827164658839,58.76302118178943,Medium,250,25.7,142.00414053568684,WRONG PARKING,General Illegal Parking,Routine monitoring,21,"Coles Road, Pulikeshi Nagar, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India) has a PCRI of 16.3 from 250 violations. Primary issue: General Illegal Parking. Recommended enforcement around 21:00."
89618924a47ffff,"46th Cross Road, Sangam Circle, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",12.917353972625698,77.57815547597765,16.306042712218925,22.59847948708665,55.22693556284798,Medium,179,32.9,170.8482803942879,NO PARKING,General Illegal Parking,Routine monitoring,0,"46th Cross Road, Sangam Circle, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India) has a PCRI of 16.3 from 179 violations. Primary issue: General Illegal Parking. Recommended enforcement around 0:00."
8960145b253ffff,"Bellary Road, Dena Bank Colony, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",13.02169505277989,77.58440349519222,16.286419763660508,17.980860432568793,44.22959301476757,Medium,63,18.4,76.52344873381794,NO PARKING,General Illegal Parking,Routine monitoring,2,"Bellary Road, Dena Bank Colony, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India) has a PCRI of 16.3 from 63 violations. Primary issue: General Illegal Parking. Recommended enforcement around 2:00."
8961892cb43ffff,"RK Road Number 7, L&T Tech Park, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",13.068697296990397,77.59266236495226,16.268164365154227,18.813730873576286,56.86632327706127,Medium,209,20.4,109.08099362663634,WRONG PARKING,General Illegal Parking,Routine monitoring,5,"RK Road Number 7, L&T Tech Park, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India) has a PCRI of 16.3 from 209 violations. Primary issue: General Illegal Parking. Recommended enforcement around 5:00."
8960145a14bffff,"Dr Rajkumar Punya Bhoomi Road, Radiant Karel, Pantarapalya, Bengaluru, Karnataka. Pin-560039 (India)",12.944608847727272,77.52726449886364,16.215709838660256,17.774466450349188,47.73650902062805,Medium,88,17.8,79.89772738123209,NO PARKING,Heavy Vehicle Obstruction,Restrict heavy vehicle parking,21,"Dr Rajkumar Punya Bhoomi Road, Radiant Karel, Pantarapalya, Bengaluru, Karnataka. Pin-560039 (India) has a PCRI of 16.2 from 88 violations. Primary issue: Heavy Vehicle Obstruction. Recommended enforcement around 21:00."
896189276c3ffff,"Sarjapura Main Road, Kodathi Gate, Kodathi, Bengaluru, Karnataka. Pin-560035 (India)",12.896648908045975,77.72005069310345,16.180145567522796,26.66821499318692,54.92733915724296,High,174,46.7,241.19550498222813,WRONG PARKING,General Illegal Parking,Routine monitoring,5,"Sarjapura Main Road, Kodathi Gate, Kodathi, Bengaluru, Karnataka. Pin-560035 (India) has a PCRI of 16.2 from 174 violations. Primary issue: General Illegal Parking. Recommended enforcement around 5:00."
89618924473ffff,"Hosur Road, Zed Enclave, HAL Layout, Bengaluru, Karnataka. Pin-560068 (India)",12.879233485714286,77.6456909952381,16.105176787533527,16.232583575147544,44.22959301476757,Medium,63,13.2,54.89725670034766,WRONG PARKING,Demand Overflow,Create dedicated parking capacity,21,"Hosur Road, Zed Enclave, HAL Layout, Bengaluru, Karnataka. Pin-560068 (India) has a PCRI of 16.1 from 63 violations. Primary issue: Demand Overflow. Recommended enforcement around 21:00."
896189240c3ffff,"Hosur Road, Gangotri SLV Meadows, Krishna Reddy Industrial Area, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)",12.889058443664002,77.6398920382007,16.082833822304167,26.148233531216892,53.567835203354385,High,153,45.4,228.67764814957877,WRONG PARKING,Heavy Vehicle Obstruction,Restrict heavy vehicle parking,21,"Hosur Road, Gangotri SLV Meadows, Krishna Reddy Industrial Area, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India) has a PCRI of 16.1 from 153 violations. Primary issue: Heavy Vehicle Obstruction. Recommended enforcement around 21:00."
8960145b3abffff,"10th Cross Road, Dr Rajkumar Road 10th Cross Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",13.00393054400513,77.55349527175397,16.071669345406363,23.3855542294602,60.97390722681795,High,308,35.5,203.53361532986997,WRONG PARKING,General Illegal Parking,Routine monitoring,0,"10th Cross Road, Dr Rajkumar Road 10th Cross Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India) has a PCRI of 16.1 from 308 violations. Primary issue: General Illegal Parking. Recommended enforcement around 0:00."
896189251a7ffff,"80 Feet Road, SBI Colony, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",12.925338605785125,77.63348624380166,16.06339935155089,21.66994238483248,51.09061528877672,Medium,121,30.9,148.44425028225763,NO PARKING,General Illegal Parking,Routine monitoring,5,"80 Feet Road, SBI Colony, Koramangala, Bengaluru, Karnataka. Pin-560034 (India) has a PCRI of 16.1 from 121 violations. Primary issue: General Illegal Parking. Recommended enforcement around 5:00."
89618921887ffff,"Whitefield Main Road, Hope Farm Circle, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",12.98348239047619,77.75207005873015,16.04518938631498,16.754576352214702,44.22959301476757,Medium,63,15.1,62.79913455873104,NO PARKING,General Illegal Parking,Routine monitoring,4,"Whitefield Main Road, Hope Farm Circle, Whitefield, Bengaluru, Karnataka. Pin-560066 (India) has a PCRI of 16.0 from 63 violations. Primary issue: General Illegal Parking. Recommended enforcement around 4:00."
89618925133ffff,"Srinivagilu Main Road, Block 1, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",12.931005362184875,77.63295074285715,16.03316093641977,16.25870611714329,50.914826673548404,Medium,119,13.2,63.194891004723004,NO PARKING,General Illegal Parking,Routine monitoring,5,"Srinivagilu Main Road, Block 1, Koramangala, Bengaluru, Karnataka. Pin-560034 (India) has a PCRI of 16.0 from 119 violations. Primary issue: General Illegal Parking. Recommended enforcement around 5:00."
8960145a2bbffff,"Mysore Road, Hosaguddadahalli, New Guddadahalli, Bengaluru, Karnataka. Pin-560026 (India)",12.955963246969697,77.54635768787878,15.959550457464655,17.683331826999297,44.716776014204704,Medium,66,18.4,77.36634419679376,NO PARKING,Heavy Vehicle Obstruction,Restrict heavy vehicle parking,5,"Mysore Road, Hosaguddadahalli, New Guddadahalli, Bengaluru, Karnataka. Pin-560026 (India) has a PCRI of 16.0 from 66 violations. Primary issue: Heavy Vehicle Obstruction. Recommended enforcement around 5:00."
8961892cbcfffff,"20th Main Road, Block G, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",13.062747824999999,77.59254347105264,15.950630582474867,20.21875947244039,53.498551772103006,Medium,152,26.3,132.30051733262104,WRONG PARKING,General Illegal Parking,Routine monitoring,8,"20th Main Road, Block G, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India) has a PCRI of 16.0 from 152 violations. Primary issue: General Illegal Parking. Recommended enforcement around 8:00."
89601459eafffff,"Mumbai Bengaluru Highway, Sobha Garrison, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)",13.047114724539878,77.50098766503068,15.935872552803243,14.417853136794548,54.23692179154087,Medium,163,7.2,36.71903828033423,WRONG PARKING,General Illegal Parking,Routine monitoring,22,"Mumbai Bengaluru Highway, Sobha Garrison, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India) has a PCRI of 15.9 from 163 violations. Primary issue: General Illegal Parking. Recommended enforcement around 22:00."
8961892422fffff,"Hosur Road, Krimson Square, Muneshwara Nagar, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",12.912805979579534,77.62554625494764,15.914350105838704,28.308318940197097,57.87994409265394,High,230,52.6,286.27117157344634,WRONG PARKING,General Illegal Parking,Routine monitoring,5,"Hosur Road, Krimson Square, Muneshwara Nagar, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India) has a PCRI of 15.9 from 230 violations. Primary issue: General Illegal Parking. Recommended enforcement around 5:00."
8960145b1a3ffff,"Pramukh Swami Maharaj Road, Shri Balagangadharanath Swamiji Circle, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",12.978460493902439,77.54878543414634,15.888045848436352,20.652782471272385,46.994233250261644,Medium,82,28.3,125.05318920064373,WRONG PARKING,Heavy Vehicle Obstruction,Restrict heavy vehicle parking,21,"Pramukh Swami Maharaj Road, Shri Balagangadharanath Swamiji Circle, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India) has a PCRI of 15.9 from 82 violations. Primary issue: Heavy Vehicle Obstruction. Recommended enforcement around 21:00."
8960145b497ffff,"Raja Ram Mohan Roy Road, Sampangiram Nagar, Bengaluru, Karnataka. Pin-560027 (India)",12.96763666788991,77.59357956972477,15.82627637353643,18.84703328021168,49.98946336932277,Medium,109,22.4,105.29076019375013,NO PARKING,General Illegal Parking,Routine monitoring,22,"Raja Ram Mohan Roy Road, Sampangiram Nagar, Bengaluru, Karnataka. Pin-560027 (India) has a PCRI of 15.8 from 109 violations. Primary issue: General Illegal Parking. Recommended enforcement around 22:00."
8960145b36bffff,"Mumbai Bengaluru Highway, Aparna Elina, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",13.018985676923077,77.55331440307693,15.778118085693274,17.513770218395667,44.55684865334648,Medium,65,18.4,77.08964725328622,WRONG PARKING,General Illegal Parking,Routine monitoring,19,"Mumbai Bengaluru Highway, Aparna Elina, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India) has a PCRI of 15.8 from 65 violations. Primary issue: General Illegal Parking. Recommended enforcement around 19:00."
8960145b053ffff,"J Lingaiah Road, Kempanna Block, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",12.9982365,77.58169909109589,15.749902339949076,17.01393918065918,53.07309627529829,Medium,146,16.4,81.84309442317127,NO PARKING,Demand Overflow,Create dedicated parking capacity,3,"J Lingaiah Road, Kempanna Block, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India) has a PCRI of 15.7 from 146 violations. Primary issue: Demand Overflow. Recommended enforcement around 3:00."
8960145a687ffff,"5th Main Road, Dhondusa Layout, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",12.940686479659645,77.56649964979529,15.699470736704296,22.322788574776133,57.55268845407505,Medium,223,33.6,181.83130734232932,NO PARKING,General Illegal Parking,Routine monitoring,22,"5th Main Road, Dhondusa Layout, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India) has a PCRI of 15.7 from 223 violations. Primary issue: General Illegal Parking. Recommended enforcement around 22:00."
8960145a35bffff,"22nd Main Road, Nethravathi Government Quarters, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",12.966079725451612,77.53492670887097,15.697305420528911,20.063692146402833,61.04252016857667,Medium,310,25.7,147.51267784300632,NO PARKING,General Illegal Parking,Routine monitoring,3,"22nd Main Road, Nethravathi Government Quarters, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India) has a PCRI of 15.7 from 310 violations. Primary issue: General Illegal Parking. Recommended enforcement around 3:00."
8960145b54fffff,"Seshadri Road, Ayurvedic Hospital Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",12.980269498333334,77.57187760416667,15.683819274017443,20.313967181734547,51.00308418491544,Medium,120,27.6,132.36381905847006,WRONG PARKING,General Illegal Parking,Routine monitoring,19,"Seshadri Road, Ayurvedic Hospital Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India) has a PCRI of 15.7 from 120 violations. Primary issue: General Illegal Parking. Recommended enforcement around 19:00."
89618925b07ffff,"Lalbagh Fort Road, Doddamavalli, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)",12.954633802884615,77.58311407596153,15.66797286338924,15.287994401110222,49.49472444126668,Medium,104,11.2,52.124355921764256,WRONG PARKING,General Illegal Parking,Routine monitoring,22,"Lalbagh Fort Road, Doddamavalli, Mavalli, Bengaluru, Karnataka. Pin-560004 (India) has a PCRI of 15.7 from 104 violations. Primary issue: General Illegal Parking. Recommended enforcement around 22:00."
8961892594bffff,"3rd Cross Road, Ashoka Stambh Circle, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",12.944513741935484,77.5860889983871,15.561748029560613,14.724976027617313,44.0621097252904,Medium,62,9.9,41.01703379127618,NO PARKING,General Illegal Parking,Routine monitoring,2,"3rd Cross Road, Ashoka Stambh Circle, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India) has a PCRI of 15.6 from 62 violations. Primary issue: General Illegal Parking. Recommended enforcement around 2:00."
8960145b433ffff,"Palace Road, Jakkarayana Kere, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",12.976304530555556,77.5833832688889,15.560143178204259,24.098299650601593,55.28585520986146,High,180,40.1,208.45973095375965,WRONG PARKING,General Illegal Parking,Routine monitoring,23,"Palace Road, Jakkarayana Kere, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India) has a PCRI of 15.6 from 180 violations. Primary issue: General Illegal Parking. Recommended enforcement around 23:00."
8961892446bffff,"Hosur Road, Ramaiah Reddy Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",12.883738263235294,77.6429964367647,15.545473153193004,18.5192462157827,45.02959177400878,Medium,68,22.4,94.84398570297861,WRONG PARKING,Demand Overflow,Create dedicated parking capacity,21,"Hosur Road, Ramaiah Reddy Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India) has a PCRI of 15.5 from 68 violations. Primary issue: Demand Overflow. Recommended enforcement around 21:00."
89618925b23ffff,"Kalasipalyam Main Road, Basappa Circle, VV Puram, Bengaluru, Karnataka. Pin-560004 (India)",12.95671947512195,77.57743522487806,15.52757228825207,21.130848524973533,56.66179833751836,Medium,205,30.3,161.43464791432433,WRONG PARKING,General Illegal Parking,Routine monitoring,4,"Kalasipalyam Main Road, Basappa Circle, VV Puram, Bengaluru, Karnataka. Pin-560004 (India) has a PCRI of 15.5 from 205 violations. Primary issue: General Illegal Parking. Recommended enforcement around 4:00."
8960145b1d7ffff,"80 Feet Ring Road, Sri Jagadguru Renukacharya Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",12.983545141121494,77.5602631593458,15.514680375606133,24.720453257463415,57.11656938954568,High,214,42.1,226.1038609841746,WRONG PARKING,General Illegal Parking,Routine monitoring,5,"80 Feet Ring Road, Sri Jagadguru Renukacharya Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India) has a PCRI of 15.5 from 214 violations. Primary issue: General Illegal Parking. Recommended enforcement around 5:00."
8960145a357ffff,"4th Main Road, KPA Block, Chandra Layout Stage 2, Bengaluru, Karnataka. Pin-560040 (India)",12.960585683680556,77.52928558090278,15.498771040093127,15.041083650083351,60.26227264382936,Medium,288,9.9,56.09762421231308,WRONG PARKING,General Illegal Parking,Routine monitoring,6,"4th Main Road, KPA Block, Chandra Layout Stage 2, Bengaluru, Karnataka. Pin-560040 (India) has a PCRI of 15.5 from 288 violations. Primary issue: General Illegal Parking. Recommended enforcement around 6:00."
8960145a147ffff,"Mysore Road, Dr Ambedkar Nagar, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",12.940284742307693,77.52437749175824,15.488629692769114,18.260355304242257,55.40272417807629,Medium,182,21.1,109.920157824954,WRONG PARKING,General Illegal Parking,Routine monitoring,5,"Mysore Road, Dr Ambedkar Nagar, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India) has a PCRI of 15.5 from 182 violations. Primary issue: General Illegal Parking. Recommended enforcement around 5:00."
8960145b087ffff,"Padmabhushan Dr RK Srikantan Road, VV Giri Colony, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",12.985724243877552,77.5745742755102,15.472771754143992,26.262792931880526,56.18670831867071,High,196,47.4,250.42385674218065,NO PARKING,General Illegal Parking,Routine monitoring,21,"Padmabhushan Dr RK Srikantan Road, VV Giri Colony, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India) has a PCRI of 15.5 from 196 violations. Primary issue: General Illegal Parking. Recommended enforcement around 21:00."
8960145a273ffff,"1st Main Road, Telecom Layout, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",12.969342919753085,77.54574511893004,15.423775960058464,19.274033289094874,58.46221412457132,Medium,243,24.3,133.58118787462482,NO PARKING,General Illegal Parking,Routine monitoring,23,"1st Main Road, Telecom Layout, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India) has a PCRI of 15.4 from 243 violations. Primary issue: General Illegal Parking. Recommended enforcement around 23:00."
89618924a07ffff,"9th Cross Road, SNN Raj Spiritua, Umarbagh Layout, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560078 (India)",12.910976275129533,77.57335084922279,15.422143530202343,20.587869408640366,56.02350865960703,Medium,193,28.9,152.24110079693017,WRONG PARKING,General Illegal Parking,Routine monitoring,21,"9th Cross Road, SNN Raj Spiritua, Umarbagh Layout, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560078 (India) has a PCRI of 15.4 from 193 violations. Primary issue: General Illegal Parking. Recommended enforcement around 21:00."
8960145b367ffff,"1st Main Road, Lumos, Industrial Suburb, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",13.015843003846154,77.55005235128205,15.376753562571583,20.780887825945587,46.46894282436673,Medium,78,30.3,132.39426992975075,WRONG PARKING,Heavy Vehicle Obstruction,Restrict heavy vehicle parking,21,"1st Main Road, Lumos, Industrial Suburb, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India) has a PCRI of 15.4 from 78 violations. Primary issue: Heavy Vehicle Obstruction. Recommended enforcement around 21:00."
89618925a37ffff,"Kadidal Manjappa Road, Bangiyappa Garden, Shanti Nagar, Bengaluru, Karnataka. Pin-560027 (India)",12.961712185326087,77.59848293260869,15.35686288369074,18.32409684906816,55.51832280626705,Medium,184,21.7,113.28172140419963,NO PARKING,General Illegal Parking,Routine monitoring,22,"Kadidal Manjappa Road, Bangiyappa Garden, Shanti Nagar, Bengaluru, Karnataka. Pin-560027 (India) has a PCRI of 15.4 from 184 violations. Primary issue: General Illegal Parking. Recommended enforcement around 22:00."
8961892cc43ffff,"5th Cross Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",13.037425207959682,77.62532304333334,15.317874800786873,15.696292114868882,45.18261555196712,Medium,69,13.8,58.629234340281165,NO PARKING,Heavy Vehicle Obstruction,Restrict heavy vehicle parking,21,"5th Cross Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India) has a PCRI of 15.3 from 69 violations. Primary issue: Heavy Vehicle Obstruction. Recommended enforcement around 21:00."
89618925d9bffff,"7th Cross Road, MICO Layout, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",12.91356228028169,77.60498396150236,15.257278573174046,17.884841715348927,57.066989024297,Medium,213,20.4,109.46591070644575,NO PARKING,General Illegal Parking,Routine monitoring,0,"7th Cross Road, MICO Layout, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India) has a PCRI of 15.3 from 213 violations. Primary issue: General Illegal Parking. Recommended enforcement around 0:00."
8961892e94bffff,"Wheeler Road, Sindhi Colony, Cox Town, Bengaluru, Karnataka. Pin-560005 (India)",12.996003702222222,77.61679766962963,15.222415233437514,18.908774124936684,52.24593282929847,Medium,135,24.3,119.37751372338607,NO PARKING,General Illegal Parking,Routine monitoring,3,"Wheeler Road, Sindhi Colony, Cox Town, Bengaluru, Karnataka. Pin-560005 (India) has a PCRI of 15.2 from 135 violations. Primary issue: General Illegal Parking. Recommended enforcement around 3:00."
8960145b417ffff,"Dr Ambedkar Road, Ambedkar Veedhi, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",12.976654622155689,77.58922725868263,15.173027221529509,16.51486346158631,54.49319850758002,Medium,167,16.4,84.03300926221344,NO PARKING,General Illegal Parking,Routine monitoring,21,"Dr Ambedkar Road, Ambedkar Veedhi, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India) has a PCRI of 15.2 from 167 violations. Primary issue: General Illegal Parking. Recommended enforcement around 21:00."
8960145ae4bffff,"2nd Cross Road, Sri Gurukrupa Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",12.960906574594594,77.51143013513513,15.151297411696426,25.12639610868676,55.575654314834544,High,185,44.7,233.59087631498014,NO PARKING,General Illegal Parking,Routine monitoring,7,"2nd Cross Road, Sri Gurukrupa Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India) has a PCRI of 15.2 from 185 violations. Primary issue: General Illegal Parking. Recommended enforcement around 7:00."
8960145b4b7ffff,"District Office Road, Cubbonpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",12.968049927814569,77.58574472847681,15.127105838656322,19.27260820994667,53.42881402002436,Medium,151,25.7,129.1137293857493,WRONG PARKING,Heavy Vehicle Obstruction,Restrict heavy vehicle parking,3,"District Office Road, Cubbonpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India) has a PCRI of 15.1 from 151 violations. Primary issue: Heavy Vehicle Obstruction. Recommended enforcement around 3:00."
8961892e867ffff,"Banaswadi Main Road, Prestige Woodland Park, Maruthi Sevanagar, Bengaluru, Karnataka. Pin-560005 (India)",12.99939583448276,77.62493834367815,15.120151314304389,17.085428769632742,54.92733915724296,Medium,174,18.4,95.03206192019266,NO PARKING,General Illegal Parking,Routine monitoring,21,"Banaswadi Main Road, Prestige Woodland Park, Maruthi Sevanagar, Bengaluru, Karnataka. Pin-560005 (India) has a PCRI of 15.1 from 174 violations. Primary issue: General Illegal Parking. Recommended enforcement around 21:00."
8960145a68fffff,"5th Main Road, Dhondusa Layout, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",12.942489715615359,77.5674905575165,15.116387352374675,24.12915093140494,56.81555960509829,High,208,41.4,221.17263803134315,NO PARKING,General Illegal Parking,Routine monitoring,23,"5th Main Road, Dhondusa Layout, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India) has a PCRI of 15.1 from 208 violations. Primary issue: General Illegal Parking. Recommended enforcement around 23:00."
8961892cd3bffff,"10th Main Road, P&T Colony, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)",13.024355706878307,77.59331914285715,14.989279407965094,17.809832024880297,55.80193878950561,Medium,189,21.1,110.71220792258626,WRONG PARKING,General Illegal Parking,Routine monitoring,6,"10th Main Road, P&T Colony, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India) has a PCRI of 15.0 from 189 violations. Primary issue: General Illegal Parking. Recommended enforcement around 6:00."
8961892c9cfffff,"Hebbal Flyover, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",13.040119645398772,77.5896568006135,14.985070599349278,22.747668134793354,54.23692179154087,Medium,163,37.5,191.24499104340745,WRONG PARKING,General Illegal Parking,Routine monitoring,23,"Hebbal Flyover, Hebbal, Bengaluru, Karnataka. Pin-560024 (India) has a PCRI of 15.0 from 163 violations. Primary issue: General Illegal Parking. Recommended enforcement around 23:00."
89601458597ffff,"Mallathahalli Road, Block 12, BDA Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",12.960862080666665,77.51234620199999,14.982395269633827,23.909066950309576,53.35861594941884,High,150,41.4,207.71538524413785,WRONG PARKING,General Illegal Parking,Routine monitoring,6,"Mallathahalli Road, Block 12, BDA Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India) has a PCRI of 15.0 from 150 violations. Primary issue: General Illegal Parking. Recommended enforcement around 6:00."
8961892c997ffff,"11th Cross Road, Laxmaiah Block, Ganga Nagar, Bengaluru, Karnataka. Pin-560024 (India)",13.0276234079602,77.58601708507462,14.979963787159456,24.994342312794686,56.453262850521945,High,201,44.7,237.27956607383388,WRONG PARKING,General Illegal Parking,Routine monitoring,3,"11th Cross Road, Laxmaiah Block, Ganga Nagar, Bengaluru, Karnataka. Pin-560024 (India) has a PCRI of 15.0 from 201 violations. Primary issue: General Illegal Parking. Recommended enforcement around 3:00."
89618925b47ffff,"1st Cross Road, Vinoba Nagar, Kalasipalyam, Bengaluru, Karnataka. Pin-560027 (India)",12.961213197794118,77.586789825,14.910691257933074,17.041401344058247,52.323845039184526,Medium,136,19.1,93.9716356833172,WRONG PARKING,Heavy Vehicle Obstruction,Restrict heavy vehicle parking,20,"1st Cross Road, Vinoba Nagar, Kalasipalyam, Bengaluru, Karnataka. Pin-560027 (India) has a PCRI of 14.9 from 136 violations. Primary issue: Heavy Vehicle Obstruction. Recommended enforcement around 20:00."
8961892582bffff,"1st Main Road, Arepanahalli, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",12.944989466586371,77.59496069659004,14.90799326011391,23.841722821543225,59.219171645579,High,261,40.8,227.18845575345273,NO PARKING,General Illegal Parking,Routine monitoring,6,"1st Main Road, Arepanahalli, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India) has a PCRI of 14.9 from 261 violations. Primary issue: General Illegal Parking. Recommended enforcement around 6:00."
